,x1,x2,y
0,0.0,0.0,0.7636896546886294
1,0.0,0.0,0.876138430966449
2,0.0,0.0,0.8542572208284542
3,0.0,0.0,0.8936391203939543
4,0.0,0.0,0.8021358287774535
5,0.0,0.0,0.9101370572569205
6,0.0,0.0,0.90367254452758
7,0.0,0.0,0.8448414676842624
8,0.0,0.0,0.8800396254203413
9,0.0,0.0,0.8522012082195052
10,0.0,0.0,0.8731725389258175
11,0.0,0.0,0.7755916806009862
12,0.0,0.0,0.8948605196646995
13,0.0,0.0,0.8788895407636265
14,0.0,0.0,0.8687160275567
15,0.0,0.0,0.9120731800667341
16,0.0,0.0,0.7769028104890149
17,0.0,0.0,0.8776155081685902
18,0.0,0.0,0.8425177041049542
19,0.0,0.0,0.9131127529901673
20,0.0,0.0,0.8452308068166402
21,0.0,0.0,0.7857265397076194
22,0.0,0.0,0.8705791706419654
23,0.0,0.0,0.8787027390462911
24,0.0,0.0,0.7828686554651935
25,0.0,0.0,0.840995164848669
26,0.0,0.0,0.8414302278848586
27,0.0,0.0,0.8227644361415223
28,0.0,0.0,0.9260166811027254
29,0.0,0.0,0.687112480996824
30,0.0,0.0,0.8633870583580618
31,0.0,0.0,0.8803534702901904
32,0.0,0.0,0.8566038304753298
33,0.0,0.0,0.8514947560550847
34,0.0,0.0,0.873313426464172
35,0.0,0.0,0.7409745574634461
36,0.0,0.0,0.8347356975337948
37,0.0,0.0,0.7567897863660081
38,0.0,0.0,0.908212705054931
39,0.0,0.0,0.8879011324116312
40,0.0,0.0,0.8601441018015343
41,0.0,0.0,0.8646924697874913
42,0.0,0.0,0.8606592860482044
43,0.0,0.0,0.8054819113688867
44,0.0,0.0,0.8565810245212786
45,3.7416573867739413,6.557438524302,0.7351514028416497
46,3.7416573867739413,6.557438524302,0.6440450772287897
47,3.7416573867739413,6.557438524302,0.7464767287642118
48,3.7416573867739413,6.557438524302,0.7899797613082971
49,3.7416573867739413,6.557438524302,0.7219862314380533
50,3.7416573867739413,6.557438524302,0.7897462680815377
51,3.7416573867739413,6.557438524302,0.7204928999203938
52,3.7416573867739413,6.557438524302,0.7009079827879409
53,3.7416573867739413,6.557438524302,0.7814968950443414
54,3.7416573867739413,6.557438524302,0.7566403310161188
55,3.7416573867739413,6.557438524302,0.6871946831951484
56,3.7416573867739413,6.557438524302,0.650905453747845
57,3.7416573867739413,6.557438524302,0.7432900532411645
58,3.7416573867739413,6.557438524302,0.7591702597022942
59,3.7416573867739413,6.557438524302,0.6933811817718147
60,3.7416573867739413,6.557438524302,0.7413146300384919
61,3.7416573867739413,6.557438524302,0.6998856282019174
62,3.7416573867739413,6.557438524302,0.6396737713181438
63,3.7416573867739413,6.557438524302,0.7256198832449485
64,3.7416573867739413,6.557438524302,0.7701041032429934
65,0.0,0.0,0.8627175603145291
66,3.7416573867739413,6.557438524302,0.7626734312112319
67,3.7416573867739413,6.557438524302,0.6226473314564654
68,3.7416573867739413,6.557438524302,0.7304953576855321
69,3.7416573867739413,6.557438524302,0.7981544340151984
70,3.7416573867739413,6.557438524302,0.7414708328408186
71,3.7416573867739413,6.557438524302,0.8092709379516002
72,3.7416573867739413,6.557438524302,0.7365326459686448
73,3.7416573867739413,6.557438524302,0.6562359771973042
74,3.7416573867739413,6.557438524302,0.7911001553529695
75,3.7416573867739413,6.557438524302,0.7347996300211741
76,0.0,0.0,0.897213902054597
77,0.0,0.0,0.8013888643902621
78,3.7416573867739413,6.557438524302,0.8354405624850162
79,3.7416573867739413,6.557438524302,0.6831544227381279
80,3.7416573867739413,6.557438524302,0.8169051002990002
81,3.7416573867739413,6.557438524302,0.8550613447610583
82,3.7416573867739413,6.557438524302,0.7947951484546752
83,3.7416573867739413,6.557438524302,0.8442579263629281
84,3.7416573867739413,6.557438524302,0.7929406600029744
85,3.7416573867739413,6.557438524302,0.7027544558693456
86,3.7416573867739413,6.557438524302,0.8342338870250854
87,3.7416573867739413,6.557438524302,0.8271475912518336
88,0.0,0.0,0.8839438799930568
89,0.0,0.0,0.8502829411658567
90,0.0,0.0,0.876424360099333
91,3.7416573867739413,6.557438524302,0.6807097163355825
92,3.7416573867739413,6.557438524302,0.6777479410376586
93,3.7416573867739413,6.557438524302,0.7319196213451751
94,3.7416573867739413,6.557438524302,0.763550412097276
95,3.7416573867739413,6.557438524302,0.6951500668952089
96,3.7416573867739413,6.557438524302,0.756401722411036
97,3.7416573867739413,6.557438524302,0.694975606409419
98,3.7416573867739413,6.557438524302,0.66996886996606
99,3.7416573867739413,6.557438524302,0.701293065181956
100,3.7416573867739413,6.557438524302,0.7295971278329896
101,0.0,0.0,0.8809436674884112
102,0.0,0.0,0.8734971104399839
103,0.0,0.0,0.8312083865047563
104,0.0,0.0,0.8437863248841508
105,3.7416573867739413,6.557438524302,0.7494858465132312
106,3.7416573867739413,6.557438524302,0.5914981625919626
107,3.7416573867739413,6.557438524302,0.735394575839032
108,3.7416573867739413,6.557438524302,0.818327046537223
109,3.7416573867739413,6.557438524302,0.7176639489077147
110,3.7416573867739413,6.557438524302,0.8031218954524314
111,3.7416573867739413,6.557438524302,0.6912249473705412
112,3.7416573867739413,6.557438524302,0.6086059019455363
113,3.7416573867739413,6.557438524302,0.808620819781901
114,3.7416573867739413,6.557438524302,0.7677197450496839
115,0.0,0.0,0.8870312234257156
116,0.0,0.0,0.8356735917291321
117,0.0,0.0,0.9000908176813448
118,0.0,0.0,0.9110001206857848
119,0.0,0.0,0.856396872119977
120,3.7416573867739413,6.557438524302,0.683330186885562
121,3.7416573867739413,6.557438524302,0.6822844745755084
122,3.7416573867739413,6.557438524302,0.7311079207823259
123,3.7416573867739413,6.557438524302,0.7854825608586439
124,3.7416573867739413,6.557438524302,0.7239039169857191
125,3.7416573867739413,6.557438524302,0.7456875780723771
126,3.7416573867739413,6.557438524302,0.6988452299696589
127,3.7416573867739413,6.557438524302,0.647914527186054
128,3.7416573867739413,6.557438524302,0.714642413211445
129,3.7416573867739413,6.557438524302,0.7548369912960244
130,0.0,0.0,0.8672885374696474
131,0.0,0.0,0.8541654259794892
132,0.0,0.0,0.8319920234759883
133,0.0,0.0,0.8471791794056888
134,0.0,0.0,0.8689170150012078
135,0.0,0.0,0.8823973818306222
136,3.7416573867739413,6.557438524302,0.7491482318958822
137,3.7416573867739413,6.557438524302,0.6935891854082985
138,3.7416573867739413,6.557438524302,0.7854524631551976
139,3.7416573867739413,6.557438524302,0.8282114748627041
140,3.7416573867739413,6.557438524302,0.7395665351704998
141,3.7416573867739413,6.557438524302,0.7979647670957256
142,3.7416573867739413,6.557438524302,0.7163482626293475
143,3.7416573867739413,6.557438524302,0.7012483488427049
144,3.7416573867739413,6.557438524302,0.7504280383822146
145,3.7416573867739413,6.557438524302,0.8249019241013994
146,0.0,0.0,0.8521537670464834
147,0.0,0.0,0.8909051818797348
148,0.0,0.0,0.8258441862275873
149,0.0,0.0,0.9147039451380788
150,0.0,0.0,0.8314157358394506
151,0.0,0.0,0.8524553382960479
152,0.0,0.0,0.8445652472350885
153,3.7416573867739413,6.557438524302,0.6769080327694829
154,3.7416573867739413,6.557438524302,0.5894083412792344
155,3.7416573867739413,6.557438524302,0.7313499260748625
156,3.7416573867739413,6.557438524302,0.7805971288320874
157,3.7416573867739413,6.557438524302,0.7129072549788514
158,3.7416573867739413,6.557438524302,0.7668049226931185
159,3.7416573867739413,6.557438524302,0.6882085808954582
160,3.7416573867739413,6.557438524302,0.6231497165486816
161,3.7416573867739413,6.557438524302,0.7442595737803209
