,Original,Shuffled
0,0.4892401339028827,0.05186042866542078
1,0.47760118165024007,0.05410767640307132
2,0.5193935248775093,0.056198175141284196
3,0.4880464006359002,0.05510648911987143
4,0.5107275304873289,0.05288491884686556
5,0.49385540083825796,0.054805039416678025
6,0.48063777075064623,0.05392312207406066
7,0.45369683679581074,0.051669417359928894
8,0.47559475091978126,0.053226834310592636
9,0.4909543647590905,0.054557875877180105
10,0.4889054613401839,0.05285607158676083
11,0.5073682651624118,0.05973796531246165
12,0.4840945018972083,0.05622485890543996
13,0.45971680766028056,0.04825148588059139
14,0.49959432228544576,0.05541694874251707
15,0.504193342610655,0.05481523128924286
16,0.45343327293839003,0.04845567524298352
17,0.46820426184493696,0.051103891216271013
18,0.4989166895657455,0.056324739958951056
19,0.5155975464674459,0.05766723024024664
20,0.5423259837292281,0.0595285140223612
21,0.4569768496446397,0.052296126200692045
22,0.5119224368898417,0.05564701633746712
23,0.3947271129360762,0.04261651206137624
24,0.5227176146972884,0.057826229868216755
25,0.5269498458802087,0.05575681593226518
26,0.4761374542276348,0.05235836313298154
27,0.47678808592223704,0.05389798500746793
28,0.5067175831912217,0.05669414639234358
29,0.4735830301778433,0.05516789014627507
30,0.5248802607591282,0.06405379106578668
31,0.42266522370156595,0.04815307780001089
32,0.44751609783995167,0.052892820796298444
33,0.45295549847503813,0.052590372734278974
34,0.39189778720347845,0.04512879936520389
35,0.5126261767986935,0.05725022116540604
36,0.391420889283895,0.04526649667525404
37,0.5117857494838272,0.05922956969324081
38,0.4802177473159497,0.05692556532287879
39,0.46449888989563093,0.0522839177497777
40,0.5228930573943019,0.0551723493993885
41,0.4292750985242076,0.05584666777934034
42,0.4553076581674796,0.05601610857387506
43,0.46876308549034945,0.051956021234412585
44,0.5181336577776195,0.06155739077247965
45,0.5327919576204148,0.058463548391282545
46,0.5558510806624676,0.058046208455531
47,0.47919540826076595,0.052552223020137775
48,0.40894909075614233,0.04879307603021557
49,0.49653949698622846,0.05733343620787301
50,0.5172052979564277,0.04216875146530535
51,0.487311774186713,0.04389500442653981
