,Newman,Random
0,0.5540229885057472,0.5199678160919541
1,0.6689655172413793,0.6278413793103448
2,0.696551724137931,0.6218804597701149
3,0.6666666666666666,0.6348666666666667
4,0.671264367816092,0.6129977011494252
5,0.6482758620689655,0.6087310344827587
6,0.6551724137931034,0.6139931034482758
7,0.7218390804597701,0.6214505747126436
8,0.7011494252873564,0.6343540229885057
9,0.7149425287356321,0.616390804597701
10,0.7011494252873564,0.6207011494252873
11,0.6551724137931034,0.6303333333333334
12,0.6275862068965518,0.6262505747126437
13,0.6597701149425287,0.6242505747126436
14,0.6459770114942529,0.6211034482758621
15,0.7103448275862069,0.636464367816092
16,0.6689655172413793,0.6193494252873564
17,0.6551724137931034,0.6188344827586206
18,0.6781609195402298,0.6281632183908046
19,0.6551724137931034,0.6345586206896552
20,0.7471264367816092,0.6330344827586207
21,0.8045977011494253,0.6314275862068965
22,0.7931034482758621,0.6343310344827586
23,0.6689655172413793,0.6278091954022988
24,0.6183908045977011,0.6056022988505747
25,0.728735632183908,0.6346528735632184
26,0.7609195402298851,0.6354252873563219
27,0.7540229885057471,0.636432183908046
28,0.6689655172413793,0.6348873563218392
29,0.7149425287356321,0.621216091954023
30,0.6873563218390805,0.6076965517241378
31,0.7862068965517242,0.6174850574712644
32,0.5494252873563218,0.5271103448275862
33,0.696551724137931,0.6123264367816091
34,0.7149425287356321,0.610942528735632
35,0.6873563218390805,0.6074413793103448
36,0.6689655172413793,0.54996091954023
37,0.5908045977011495,0.527393103448276
38,0.6689655172413793,0.549567816091954
39,0.5586206896551724,0.5057632183908046
40,0.6505747126436782,0.6267356321839082
41,0.6436781609195402,0.6372597701149425
42,0.6620689655172414,0.6316712643678161
43,0.7310344827586207,0.6361793103448277
44,0.6735632183908046,0.632264367816092
45,0.6781609195402298,0.6259609195402298
46,0.7172413793103448,0.6360275862068966
47,0.6735632183908046,0.6216137931034482
48,0.7425287356321839,0.6326896551724138
49,0.6413793103448275,0.6256965517241379
50,0.6298850574712643,0.47932643678160924
51,0.5954022988505747,0.4348850574712644
52,0.5402298850574713,0.46649655172413795
53,0.5655172413793104,0.4789379310344828
54,0.6689655172413793,0.4673149425287356
55,0.5655172413793104,0.4526183908045977
56,0.6689655172413793,0.4679747126436781
57,0.5655172413793104,0.4157264367816092
58,0.7126436781609196,0.479567816091954
59,0.5655172413793104,0.41541839080459775
60,0.5954022988505747,0.4669103448275862
61,0.5402298850574713,0.49068275862068966
62,0.6298850574712643,0.4796873563218391
63,0.49195402298850577,0.4528942528735632
64,0.6689655172413793,0.5051655172413793
65,0.6298850574712643,0.4801310344827586
66,0.6298850574712643,0.47934482758620695
67,0.49195402298850577,0.45201609195402304
68,0.5655172413793104,0.4529885057471265
69,0.4827586206896552,0.4793609195402299
70,0.5402298850574713,0.43548045977011496
71,0.5402298850574713,0.4342413793103448
72,0.5402298850574713,0.48924137931034484
73,0.5402298850574713,0.49015862068965516
74,0.5954022988505747,0.48944367816091955
75,0.5402298850574713,0.48905287356321836
76,0.5195402298850574,0.49734022988505744
77,0.5402298850574713,0.4917586206896551
78,0.5402298850574713,0.490551724137931
79,0.6689655172413793,0.4666919540229885
80,0.5954022988505747,0.46855402298850574
81,0.503448275862069,0.49006206896551724
82,0.503448275862069,0.5030344827586207
83,0.4850574712643678,0.5085747126436782
84,0.5402298850574713,0.43481379310344825
85,0.5195402298850574,0.4796827586206897
86,0.503448275862069,0.49031264367816096
87,0.5655172413793104,0.4530735632183909
88,0.5954022988505747,0.4681080459770115
89,0.49195402298850577,0.49878850574712646
90,0.5402298850574713,0.49014252873563213
91,0.5402298850574713,0.5042850574712643
92,0.503448275862069,0.4911425287356322
93,0.503448275862069,0.4900965517241379
94,0.503448275862069,0.49104827586206895
95,0.5402298850574713,0.39507356321839077
96,0.5954022988505747,0.4676712643678161
97,0.503448275862069,0.49039310344827586
98,0.503448275862069,0.4905333333333334
99,0.5402298850574713,0.3929609195402299
100,0.7126436781609196,0.49791034482758617
101,0.5655172413793104,0.49809885057471265
102,0.5655172413793104,0.4983103448275862
103,0.7126436781609196,0.4980804597701149
104,0.7126436781609196,0.49889885057471256
105,0.7126436781609196,0.49779080459770114
106,0.7126436781609196,0.498783908045977
107,0.7126436781609196,0.49922298850574715
108,0.5655172413793104,0.49750114942528734
109,0.5655172413793104,0.49795172413793104
110,0.7126436781609196,0.4983632183908046
111,0.7126436781609196,0.4976137931034483
112,0.7126436781609196,0.49756091954022985
113,0.4827586206896552,0.4966988505747126
114,0.7126436781609196,0.49870344827586205
115,0.7126436781609196,0.4984574712643678
116,0.7126436781609196,0.4984183908045977
117,0.7126436781609196,0.4983885057471264
118,0.7126436781609196,0.49807126436781607
119,0.7126436781609196,0.4986459770114942
120,0.5402298850574713,0.4890735632183908
121,0.5402298850574713,0.49081379310344825
122,0.6689655172413793,0.5040735632183908
123,0.5954022988505747,0.467735632183908
124,0.5655172413793104,0.45256091954023
125,0.503448275862069,0.4689149425287356
126,0.7609195402298851,0.5043770114942528
127,0.503448275862069,0.468
128,0.7126436781609196,0.4993862068965517
129,0.5402298850574713,0.4345264367816092
130,0.7126436781609196,0.4989425287356322
131,0.5195402298850574,0.451696551724138
132,0.7126436781609196,0.4998620689655172
133,0.7126436781609196,0.49878850574712646
134,0.49195402298850577,0.450967816091954
135,0.503448275862069,0.4677885057471264
