,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.798354048290315e-307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,3.5806346374043645e-272,9.49450317694946e-226,1.2862310246653376e-218,1.2569009964926092e-195,1.2615853211762258e-181,1.6068291925816924e-177,3.997444981286908e-170,1.5723997687846903e-163,7.077468632378723e-167,5.683422133129588e-168,1.6771862869180132e-169,1.0904787617585766e-179,1.151744731911809e-197,5.551137928300289e-220,8.461280810166761e-234,1.909482157965134e-248,3.561795498159265e-262,1.7612283512158425e-281,1.0799870414163052e-303,8.788981193756986e-303,0.0,0.0
0.5,0.0,0.0,2.417417160924311e-221,5.2768275541606294e-135,8.549021519988338e-99,2.321065416054933e-78,2.3923554351222817e-72,5.130780008582439e-69,6.050663729982342e-66,4.371329077869332e-62,3.478225272922299e-62,1.4370774820814856e-62,1.5255204948910888e-69,1.1986478963210683e-71,1.0602111602711111e-71,1.7103025536104513e-74,1.4012415425719002e-78,7.972985155638571e-83,1.2490957575984008e-86,3.509978351177925e-91,8.960733445395027e-95,4.971109768552976e-100,5.21613617982814e-105,3.7308320326991245e-106,1.511019138131849e-106
0.6,0.0,0.0,2.162219030678553e-210,6.424842597702088e-119,2.5016289758964724e-83,2.7204233545556535e-64,8.427201153477239e-57,4.766112275281954e-49,1.6409692640410215e-47,4.656701502260319e-42,4.663012625729572e-41,2.1323175459946847e-38,2.0004284225901272e-37,3.267105666591106e-36,3.6222732990026473e-37,2.305341126233753e-36,1.2062405467734737e-36,2.968432036130597e-39,3.153308116456617e-42,5.195662664045003e-44,7.25127614303148e-45,4.587727505515236e-46,1.231563507193659e-48,2.8825661742400044e-48,1.7799456826308632e-48
0.7,0.0,0.0,1.1031452415628915e-151,1.318076176418921e-88,2.1898199531618327e-55,8.729879323583803e-43,5.033180748392643e-34,2.9882327132949575e-28,1.9675904516468503e-22,4.632523575763941e-20,8.945436773885415e-20,3.2689661706049385e-19,7.885810209997012e-19,6.07993770581878e-17,5.276126609081211e-16,1.479342482607e-16,4.943679232399701e-16,4.564143802183371e-15,5.91765624954826e-16,8.544591704943394e-17,3.5944767114320705e-16,8.337095457308916e-16,3.979600672740673e-16,6.034445154351321e-16,5.779019567993038e-16
0.8,0.0,0.0,1.8066201045611842e-142,2.246825573320195e-76,5.421473820138405e-47,8.841772402888387e-33,2.9726166510580827e-25,1.7590892162777299e-19,3.3272844866833807e-16,1.365167117043311e-11,2.974008128109056e-09,2.490956129302574e-09,8.090123764246805e-09,1.3716539470277488e-08,1.8606773555224386e-08,1.2540318550512025e-08,1.132443157410744e-09,1.592558245119753e-10,2.1153937037615647e-10,6.168616906977797e-11,2.6574762021011094e-10,5.325875762348089e-10,8.391492052453076e-10,2.926380384334973e-09,2.886269982646426e-09
0.9,0.0,0.0,1.4658839748073288e-148,5.4400853484364195e-71,7.416171316834512e-39,3.120733560489509e-23,2.9622340559317384e-18,3.0227779254399264e-14,7.031376184934627e-11,1.666666007735983e-08,1.2594231837124617e-06,1.721879518949337e-05,3.876171648219513e-05,0.00010444676083682371,0.00043269314680769675,0.0006469419504770509,0.0007065944189813208,0.0008575825585433437,0.0015506927961933636,0.0031684294422360576,0.003910001694838466,0.007311427895083497,0.00911759272923281,0.010656813947725899,0.010783679603483127
