,Within,Across
0,0.8632604933893333,0.6372724933232127
1,0.8030647102342501,0.7519909136424708
2,0.8426068624903874,0.7771868803355966
3,0.869238043690462,0.6609029294519435
4,0.7569649107403343,0.7467200466479125
5,0.8033350055151088,0.80341940996094
6,0.8331390182974153,0.7450124493062015
7,0.8623609349792817,0.7019698385166867
8,0.8997250855762025,0.746082322176819
9,0.7774023238452279,0.6798772829974136
10,0.7582507651035584,0.6608138504500547
11,0.8566672408851178,0.7371063508306661
12,0.9213749692568493,0.7221678953710143
13,0.769055391022912,0.6800019337904045
14,0.8936618229743164,0.7355109597497189
15,0.7736232335139621,0.7541848639446894
16,0.8409486284286736,0.6864335460085937
17,0.711398203896285,0.7459331117597664
18,0.6659818070783334,0.7453062172333447
19,0.7597331234791787,0.6552783165575684
20,0.7348787653720329,0.6162611110354879
21,0.7482650431220256,0.7308316002008406
22,0.7982369677731419,0.7155791784423167
23,0.8827009058603489,0.6262969748675257
24,0.7559681049113404,0.7514441859619142
25,0.878948485872518,0.7730424434416748
26,0.8993932758324369,0.7010949259697811
27,0.632775102071922,0.679389508735784
28,0.8316749137169737,0.697478673499032
29,0.848746306099879,0.6355420852795153
30,0.921802720046003,0.7297944499092446
31,0.8116500942597863,0.7073717305218064
32,0.8886745924214068,0.793490479690866
33,0.9089798753280808,0.7824202174599364
34,0.7019801139119147,0.7227837980316733
35,0.9363864423399896,0.7784634204058704
36,0.8128793718750652,0.6610099862178076
37,0.8269294946889579,0.7108186416891202
38,0.9228317479094563,0.7653656266211271
39,0.7797584072352959,0.7015688043738258
40,0.8776463387704797,0.64107973588638
41,0.8751053288610029,0.7266326146177794
42,0.6777622841425603,0.6988741409006151
43,0.8830390214563255,0.6727875583833313
44,0.8970915147674803,0.7139363698041556
45,0.8005745115229967,0.7623360847139858
46,0.8659434627172992,0.7468345858618676
47,0.779282125663861,0.6524626904279454
48,0.8354625094380681,0.6845999394315511
49,0.8022107761098329,0.6016525974005915
50,0.7846493604009822,0.6040055804563241
51,0.9262685889165624,0.665423855961425
52,0.8237692413193266,0.6312517759589994
53,0.9073009354246002,0.647285412180273
54,0.8286944908136057,0.6300439275007484
55,0.8471772047817945,0.692291732643084
56,0.805285323869533,0.6432074333467283
57,0.8521375191256754,0.6088043579329685
58,0.8167110728887348,0.6527369692043042
59,0.8843677248367329,0.5346923239152817
60,0.9370851874555159,0.595028924988283
61,0.8013419133724132,0.7174329300387803
62,0.8671958191743014,0.7464054917061222
63,0.775852629558045,0.6598460267559129
64,0.8961958191410709,0.7222971640701397
65,0.8344944601342899,0.7860484969044778
66,0.8161933427670887,0.6723310918724434
67,0.790183445308194,0.6906794980470159
68,0.8831831912140862,0.7118812925569797
69,0.8218875406613205,0.6706083164361408
70,0.849005965254181,0.6622495841829649
71,0.7905317874523684,0.7571663246607582
