,Original,Shuffled
0,0.5368286116647896,0.06112911296016048
1,0.5357851212840168,0.05949044753417334
2,0.5618827250521193,0.05960908634987455
3,0.5210038572232409,0.0562344825526969
4,0.5309017915422513,0.054127188042734066
5,0.5049450352965831,0.05358074255450583
6,0.5387065285758761,0.05903273573900179
7,0.5318517697000207,0.05749479475573588
8,0.5280042792489732,0.05637590721700614
9,0.5306290423900105,0.05742554838133194
10,0.5232166357154268,0.05369166503721286
11,0.526585601149889,0.057584760173141535
12,0.5243245627140123,0.056857837658490305
13,0.5255849726349738,0.05431471835351476
14,0.5182346600594628,0.053104886225427056
15,0.5191639636280133,0.05817586411861803
16,0.5108350571337991,0.05513344201349858
17,0.5688612576071375,0.05972666759366737
18,0.583274260503705,0.06566016775149501
19,0.5610257150500418,0.05959177277198065
20,0.5247874758995973,0.05649910003922301
21,0.5842072991547507,0.06320304855102754
22,0.5147068260749276,0.05897042198723935
23,0.5414434416883773,0.057488663582708044
24,0.5382840558197262,0.059059366884505866
25,0.5371036531165673,0.05814681192267386
26,0.5131029732604724,0.05608853553447339
27,0.5393972415503078,0.060332722543186106
28,0.5676112677195241,0.059974343153964285
29,0.5079494558987183,0.054874941507418756
30,0.5046570599402,0.06005032302105063
31,0.52850237409365,0.06170091054149631
32,0.5695043679452293,0.061726650741685096
33,0.5231664324724609,0.058350183333364926
34,0.549436170632425,0.0621971707749526
35,0.5685985339586228,0.06300465166756339
36,0.5256950831713717,0.0579598255610404
37,0.5514571494362728,0.06320388902975933
38,0.564300128051388,0.061319364323656124
39,0.532987909645872,0.059031089363258064
40,0.5104361805087495,0.05746787022955387
41,0.5165594523239729,0.05629629903849913
42,0.5530028870781144,0.05977803925819388
43,0.543116360294374,0.05800518954831758
44,0.5453539102247739,0.061639571861609205
45,0.5351443587153755,0.05544537009438918
46,0.5384189925332233,0.05645361394299492
47,0.56813115241153,0.05840160245566312
48,0.5142373429295213,0.05571594730753072
49,0.5595766660001539,0.06004552354812005
50,0.5413422847700056,0.044291729928326834
51,0.5286145742753762,0.04317914325325911
52,0.5012963515247805,0.04216722763594761
53,0.5049043497833301,0.04113879194805955
54,0.5307863360481284,0.0439097656500814
55,0.5432419426337108,0.04642567955686854
56,0.5533987518025596,0.045369737879515835
57,0.5619373876203879,0.044374637166852915
58,0.5203295625452836,0.040434084291703205
