,Newman,Random
0,0.6505747126436782,0.6329057471264368
1,0.671264367816092,0.6326666666666667
2,0.6873563218390805,0.6233126436781609
3,0.7402298850574712,0.6367011494252874
4,0.7103448275862069,0.6313218390804598
5,0.6873563218390805,0.6328620689655173
6,0.7195402298850575,0.6239931034482759
7,0.6919540229885057,0.6234367816091955
8,0.7632183908045977,0.622064367816092
9,0.6781609195402298,0.6282505747126436
10,0.6689655172413793,0.6265977011494254
11,0.6781609195402298,0.6322712643678161
12,0.6827586206896552,0.6325839080459771
13,0.6459770114942529,0.6003632183908046
14,0.6919540229885057,0.6284666666666667
15,0.6850574712643678,0.6273655172413792
16,0.6873563218390805,0.6315747126436781
17,0.6804597701149425,0.6356597701149425
18,0.8068965517241379,0.6328735632183907
19,0.6942528735632184,0.6224528735632184
20,0.8206896551724138,0.6306620689655172
21,0.7770114942528735,0.6319701149425287
22,0.7448275862068966,0.6322873563218392
23,0.7517241379310344,0.6305310344827587
24,0.6919540229885057,0.6317678160919541
25,0.6873563218390805,0.6352436781609196
26,0.7839080459770115,0.6311632183908046
27,0.671264367816092,0.626751724137931
28,0.6528735632183909,0.6235448275862068
29,0.774712643678161,0.6270068965517241
30,0.7011494252873564,0.6341402298850574
31,0.7241379310344828,0.6330045977011494
32,0.8482758620689655,0.6360367816091955
33,0.7195402298850575,0.6298344827586206
34,0.696551724137931,0.628367816091954
35,0.7310344827586207,0.6324574712643678
36,0.7011494252873564,0.6273885057471263
37,0.7241379310344828,0.6307149425287356
38,0.8597701149425288,0.6319057471264369
39,0.664367816091954,0.6299333333333333
40,0.7149425287356321,0.625632183908046
41,0.871264367816092,0.6270206896551724
42,0.728735632183908,0.6353885057471264
43,0.7954022988505747,0.6263126436781609
44,0.825287356321839,0.6165011494252873
45,0.6873563218390805,0.6303517241379312
46,0.8390804597701149,0.628167816091954
47,0.7977011494252874,0.6318252873563218
48,0.8505747126436781,0.6224597701149427
49,0.7609195402298851,0.6283425287356323
50,0.8137931034482758,0.49900459770114947
51,0.871264367816092,0.5042298850574712
52,0.7609195402298851,0.4901724137931035
53,0.871264367816092,0.5094942528735632
54,0.5954022988505747,0.49034022988505743
55,0.5954022988505747,0.4901034482758621
56,0.7609195402298851,0.5097287356321839
57,0.49195402298850577,0.4981793103448276
58,0.9333333333333333,0.507080459770115
59,0.7609195402298851,0.5038045977011494
60,0.8137931034482758,0.49749195402298846
61,0.6689655172413793,0.4668551724137931
62,0.7609195402298851,0.5047632183908047
63,0.6689655172413793,0.4671080459770115
64,0.7126436781609196,0.4982344827586207
65,0.871264367816092,0.5036183908045977
66,0.7609195402298851,0.48975172413793105
67,0.7609195402298851,0.4899586206896552
68,0.8137931034482758,0.49875172413793095
69,0.871264367816092,0.5037264367816092
70,0.5954022988505747,0.4677908045977011
71,0.9333333333333333,0.508583908045977
72,0.7609195402298851,0.5045126436781608
73,0.5954022988505747,0.4896758620689656
74,0.871264367816092,0.5077931034482759
75,0.7609195402298851,0.5034505747126437
76,0.7609195402298851,0.5036505747126436
