,Original,Shuffled
0,0.761072889664383,0.4177361291279705
1,0.7804402733222219,0.43788316917879183
2,0.6623113387901899,0.4242344216549488
3,0.818209250086476,0.4137763815051037
4,0.7767597941206617,0.4417428464459147
5,0.6907156114910835,0.4328514799088972
6,0.7393332761767698,0.4256556109181727
7,0.644036119777653,0.3751867772167399
8,0.7437096996574417,0.43223303679942626
9,0.7293733107640797,0.4501368058873122
10,0.5863872056044046,0.498539076354081
11,0.5704632922861331,0.5109153680253067
12,0.6800392316572993,0.5398146554789969
13,0.5404415559674636,0.4847621175476002
14,0.6184298736320005,0.517767728654306
15,0.6463187624853023,0.5234525967382285
16,0.6578633429688129,0.5247207290599987
17,0.6411147875972844,0.5255215975018823
18,0.7342550127938419,0.5289036968064016
19,0.6418642718196272,0.5462298027586822
20,0.7694495520104306,0.502716736865866
21,0.8167902000997579,0.5174847714460354
22,0.6658243601988495,0.46633867501701787
23,0.7525628202202944,0.48569087459171534
24,0.6400481835314848,0.494738634778554
25,0.666341209049113,0.4900629648820311
26,0.7773630714983374,0.4964783778568261
27,0.6082506037827274,0.5123280653834489
28,0.7345677337504253,0.5317940172783362
29,0.7184327826146895,0.48100684271281524
30,0.7595206916851777,0.4019897567008802
31,0.7308305203040797,0.38678648622688944
32,0.7108368504628003,0.41997904474194786
33,0.7469292631180711,0.3970729503712004
34,0.8136881785331397,0.41143030180419254
35,0.7356362098138981,0.41072849227376573
36,0.7138411353878659,0.42667979590773064
37,0.808622206794536,0.3994905125277322
38,0.7170645525801502,0.3912265512870963
39,0.6920426007762999,0.4233146597761911
40,0.8097774296677772,0.5650605075588354
41,0.8014084076217006,0.5575016488465199
42,0.7594157635792789,0.5488101653221625
43,0.7703409224240257,0.5687120656040033
44,0.7452425090788065,0.5315562327717565
45,0.774599208424559,0.5696647465400024
46,0.7337132753418423,0.5571647357197111
47,0.7753755170444303,0.5369915964868787
48,0.7739296176985458,0.5219737119782153
49,0.7451898016393969,0.5703790237176481
50,0.5289045638445811,0.42537819884165196
