,Within,Across
0,0.8364992167714815,0.7985061266441246
1,0.7534735786195048,0.748200450422275
2,0.7997243588750949,0.6059861764014054
3,0.8738135845383095,0.7096021886233024
4,0.8290723301599667,0.8183562135851168
5,0.8558544891165343,0.7358564947393222
6,0.8327128090795666,0.7420554674875
7,0.8448475061381502,0.7010847400567985
8,0.7852281854011296,0.7450769673015348
9,0.8203900485233576,0.7798984671129885
10,0.8103104351964482,0.7555678995557985
11,0.8438689773538011,0.7421794576122822
12,0.9024101722166091,0.6004065542532356
13,0.8801204745081886,0.6979493802794008
14,0.8820634578056908,0.7972184580118289
15,0.8178371610068611,0.7079367543983277
16,0.8205083860449582,0.7573142130826352
17,0.8217772943781736,0.6836358619011227
18,0.8920128269205883,0.749458144442875
19,0.8158635907946802,0.7496360055604325
20,0.8309577137880876,0.7767472971654994
21,0.8684595940146485,0.7718147107959767
22,0.8444421822357151,0.6421443471305232
23,0.8683914152626887,0.7581473053885788
24,0.8997903763506829,0.853395517412784
25,0.8229918989834406,0.7657064243654
26,0.8567470608187534,0.7882202689832334
27,0.8563114961403117,0.7044756717464185
28,0.8566562865109624,0.7936437476364833
29,0.8020070454619226,0.8133488780306545
30,0.7424922169495987,0.7357745535254921
31,0.9135815739403905,0.8063515776998488
32,0.800534293458484,0.5938918622948839
33,0.8284380028361535,0.6640034395368608
34,0.8312212781358961,0.7426910055753467
35,0.8582421645558749,0.7161765684715081
36,0.8996223180232901,0.6986513809196441
37,0.8469889266632394,0.6822567837269098
38,0.8310396328147062,0.720511274614264
39,0.911467758743389,0.7206690683465801
40,0.8537110635958746,0.7213126683100957
41,0.86469766912987,0.7577936252067073
42,0.860282989293653,0.5974449524381589
43,0.890043464797404,0.7008250750051623
44,0.9027169129389301,0.7911015009306712
45,0.90309547106347,0.7010687607121555
46,0.888932334361346,0.769146423532608
47,0.8792601745622131,0.6766597662462434
48,0.8245314843621007,0.7573352002759921
49,0.8564510886649506,0.7463674777679957
50,0.8030570709116145,0.7475930925777141
51,0.8696353381953124,0.7127259718753809
52,0.9265389645938353,0.5373756244020407
53,0.8960534000689588,0.6752613290709546
54,0.8449666060324601,0.7590277116126685
55,0.906260291650545,0.6526357649020977
56,0.9102614590793111,0.7294167046309323
57,0.8909829795972255,0.6407390793802653
58,0.841324400508044,0.7227836798609566
59,0.8944635380591819,0.7311890904078766
60,0.8892219148306256,0.8269478370772427
61,0.8443065318164913,0.8196271814629148
62,0.8843558332149328,0.6839421087535233
63,0.8460600602230888,0.8157247514340709
64,0.853258555210221,0.8049460310574696
65,0.8501541763454112,0.8047079898004619
66,0.8649445425790123,0.7953799326519909
67,0.8706659741341498,0.7687104529962024
68,0.8358116914947222,0.8451769907175977
69,0.8467049941690633,0.8260741430721357
70,0.8563643484828689,0.7837543705633894
71,0.8375480001102767,0.842887341072712
72,0.865178301138402,0.731369137066484
73,0.9060943245758708,0.7588635774877601
74,0.9032893812595901,0.8450581882136052
75,0.9337507856328588,0.7966529811332722
76,0.8709889979633254,0.7935234367706903
77,0.9201370208029158,0.7981085988979363
78,0.9008530523087208,0.7623471792626515
79,0.8935054372747004,0.7817619851237652
80,0.8844989712113183,0.7637332267668457
81,0.8837885245873547,0.7987361429712383
82,0.9374601766309801,0.6370051256557279
83,0.8830861632874113,0.7352890940901236
84,0.8649119035004986,0.8239507940354585
85,0.9077516695131178,0.7341986347205914
86,0.9325498904345334,0.774638972353204
87,0.8341887983358797,0.7036878491919363
88,0.8544458121645313,0.7717383674748136
89,0.9118813793381662,0.7871231324131401
90,0.8634937218432641,0.735496979464763
91,0.9144036774133673,0.7456486950541371
92,0.8902478649666372,0.5816612707355142
93,0.880939049924435,0.6771476551559947
94,0.848239622680419,0.790566948488161
95,0.897865885837526,0.6926070213173324
96,0.8244020670049228,0.7660516810518657
97,0.7599825538993745,0.6497000271052569
98,0.7977758425483978,0.7097241995382718
99,0.8857128611791834,0.7301755368141678
100,0.9069635151294868,0.6356030109463975
101,0.8778120031334435,0.7658872870567521
102,0.9272596598183307,0.8175635532609257
103,0.8610562138720207,0.7410910930350161
104,0.7338488007121091,0.7077574505839969
105,0.8124810173068299,0.8030486307235685
106,0.8114584233760103,0.7165675003320031
107,0.8304306793380978,0.7607572501912203
108,0.8609836349879565,0.6805849094134783
109,0.8561648464414788,0.7201364625649027
110,0.7645585122178871,0.595049025233378
111,0.7480275264935499,0.6913948273150079
112,0.7898111550762597,0.724420810850579
113,0.7811189283591161,0.6977413100158565
114,0.8672996057455699,0.5881979640786734
115,0.8739993887799269,0.7094663768015455
116,0.7415425840775205,0.6980366099661965
117,0.8873734069975802,0.6867671041955885
118,0.9075502409841671,0.6654351189941703
119,0.8608873142605002,0.664523957441407
120,0.8766354459535843,0.6377195876088679
121,0.850897587459118,0.7449142443561089
122,0.7952150355558303,0.7946429544430015
123,0.8651553074762456,0.7454949209912324
124,0.7646004670608735,0.6617235632512045
125,0.7491863807048943,0.7687240286992666
126,0.8263542806595099,0.7349832646949518
127,0.7926853840614081,0.7415546093974312
128,0.8144909066241642,0.6889693432507752
129,0.8179783980693076,0.7214548693852528
130,0.820298573156605,0.734730883791753
131,0.7750010806958465,0.803088633061867
132,0.8219967306803311,0.8039335708829853
133,0.8198031732039363,0.8176424169469729
134,0.8320453337939828,0.745183226942284
135,0.839476445784994,0.7940607377033744
136,0.850203413927807,0.7819655269502207
137,0.8985306062688827,0.8175882096639421
138,0.8775828196914137,0.7855486053719911
139,0.890098134576456,0.8131526373941164
140,0.9135016235574931,0.7722725106376938
141,0.8377052152875788,0.838430699637466
142,0.9183583263669477,0.7329381994385344
143,0.8764949496187999,0.7818049221351001
144,0.8988337041597783,0.8008577089170995
145,0.8557874788387199,0.7692965182747592
146,0.8464670345081724,0.764233146643905
147,0.8514434555354272,0.7956568748435175
148,0.9189991040856533,0.7993270553287423
149,0.8568098264528068,0.8100844156869322
150,0.8531188236937616,0.6170853815596464
151,0.8676523912940041,0.714184406130973
152,0.8523784437481551,0.80084648519828
153,0.9071688400054824,0.7075252246566966
154,0.8900280654047218,0.6239348905178712
155,0.9105239955972244,0.7613959221572616
156,0.7863453620094785,0.7000265923306522
157,0.8998025624749395,0.7261204859679563
158,0.8557994121982893,0.6532233895848536
159,0.8439857109459717,0.7051969258469726
160,0.8889870163288645,0.7475807617785548
161,0.8103314621841349,0.7856881584228825
162,0.8600398762805997,0.7238726547146149
163,0.7691893403111196,0.7567519031104393
164,0.8135569019925284,0.7524112785924002
165,0.8011726672560469,0.7697232116395551
166,0.8441007417691473,0.7211727919618982
167,0.8873184915504413,0.78058425815194
168,0.8250443659117962,0.7563363268566666
169,0.8592824774240182,0.7484405157641992
170,0.7881402886983673,0.7718366627706719
171,0.8486041954582197,0.7784650367741861
172,0.8744428802097894,0.7144187920390328
173,0.879468384491854,0.7867290444282238
174,0.8958858365749451,0.7233525696693439
175,0.9025022086212522,0.745135098648849
176,0.8918766242296657,0.7352393813539589
177,0.885728216489437,0.7794534759729573
178,0.8516315598164983,0.8138826082475267
179,0.8891949271496311,0.8086895968346924
