,Newman,Random
0,0.728735632183908,0.626
1,0.7333333333333333,0.627687356321839
2,0.7977011494252874,0.6279747126436782
3,0.7724137931034483,0.6224114942528736
4,0.7333333333333333,0.6279103448275862
5,0.5655172413793104,0.4980091954022988
6,0.5655172413793104,0.4972896551724138
7,0.5655172413793104,0.4979816091954023
8,0.5655172413793104,0.49814022988505746
9,0.5655172413793104,0.49815402298850575
10,0.7126436781609196,0.49954712643678156
11,0.7126436781609196,0.4979011494252873
12,0.7126436781609196,0.49781379310344825
13,0.7126436781609196,0.4988965517241379
14,0.7126436781609196,0.49801149425287355
15,0.6137931034482759,0.5845057471264368
16,0.664367816091954,0.5868367816091954
17,0.632183908045977,0.5866275862068966
18,0.632183908045977,0.5869678160919541
19,0.632183908045977,0.5867218390804598
20,0.8022988505747126,0.5917379310344827
21,0.8022988505747126,0.5905793103448277
22,0.8022988505747126,0.5922344827586207
23,0.8022988505747126,0.5911218390804597
24,0.7655172413793103,0.5945126436781609
25,0.5195402298850574,0.4903977011494253
26,0.5195402298850574,0.4905241379310345
27,0.5195402298850574,0.48943448275862067
28,0.5402298850574713,0.4991057471264368
29,0.5195402298850574,0.4892367816091954
30,0.6459770114942529,0.5948321839080459
31,0.6114942528735632,0.5938666666666667
32,0.6114942528735632,0.5934482758620689
33,0.6459770114942529,0.5954160919540229
34,0.6459770114942529,0.5952620689655173
35,0.7126436781609196,0.5088919540229886
36,0.7126436781609196,0.5098137931034482
37,0.7126436781609196,0.5077172413793103
38,0.7126436781609196,0.5095816091954023
39,0.7126436781609196,0.5083816091954023
40,0.5655172413793104,0.5906781609195403
41,0.5655172413793104,0.5933632183908046
42,0.5655172413793104,0.5915931034482758
43,0.5655172413793104,0.5922068965517242
44,0.5655172413793104,0.5932068965517242
45,0.5954022988505747,0.5035954022988506
46,0.5954022988505747,0.504167816091954
47,0.5954022988505747,0.504216091954023
48,0.5954022988505747,0.5032114942528735
49,0.5954022988505747,0.5039977011494252
