,"LN Input
(Shuffled)",LN Input,PN Input,"PN Input
(Shuffled)"
0,0.00983564870546692,0.4246821950448513,0.06111735418011443,0.021439591193667156
1,0.001574512315912525,0.2143541141443648,0.37856077978603747,0.002816689459084733
2,0.002973811975112859,0.24401632115307764,0.4093628035762685,0.008814763525958325
3,0.004667620298873382,0.4600483674397914,0.4816031518213123,0.01031374121706316
4,0.002368749607207678,0.718424362830705,0.7972673821706566,0.0002602577347615882
5,0.0038221030331841545,0.40406601110961404,0.3962654989107646,0.000256169334430929
6,0.0035749862613685054,0.47425569794397854,0.4465286671626091,0.011181763101616988
7,0.02591893208321905,0.06438126417257403,0.37286662173239155,0.030168559063652768
8,0.007787287767111926,0.1434150661257035,0.5163174668870814,0.015763309540216635
9,0.006992221717103739,0.4255807428334161,0.4333207350503238,0.013414686635782776
